,_id,addr:housenumber,addr:street,air_quality,amenity,area,bbox_id,building,building_centroid.coordinates.0,building_centroid.coordinates.1,building_centroid.type,closest_shop,cloud_cover,description,geometry.coordinates.0.0.0,geometry.coordinates.0.0.1,geometry.coordinates.0.1.0,geometry.coordinates.0.1.1,geometry.coordinates.0.10.0,geometry.coordinates.0.10.1,geometry.coordinates.0.11.0,geometry.coordinates.0.11.1,geometry.coordinates.0.12.0,geometry.coordinates.0.12.1,geometry.coordinates.0.2.0,geometry.coordinates.0.2.1,geometry.coordinates.0.3.0,geometry.coordinates.0.3.1,geometry.coordinates.0.4.0,geometry.coordinates.0.4.1,geometry.coordinates.0.5.0,geometry.coordinates.0.5.1,geometry.coordinates.0.6.0,geometry.coordinates.0.6.1,geometry.coordinates.0.7.0,geometry.coordinates.0.7.1,geometry.coordinates.0.8.0,geometry.coordinates.0.8.1,geometry.coordinates.0.9.0,geometry.coordinates.0.9.1,geometry.type,height,humidity,name,request_area_bottom_left.coordinates.0,request_area_bottom_left.coordinates.1,request_area_bottom_left.type,request_area_top_right.coordinates.0,request_area_top_right.coordinates.1,request_area_top_right.type,shops_amount,temperature
8021,5bd44fb9aef2f0451bff778b,99,Повітряна вулиця,73,hospital,1239.14560709425,Lviv4,,23.967534337398533,49.84485434743986,Point,98,0.73,,23.9675747,49.8449896,23.967826300000002,49.8450179,23.967467499999998,49.845080700000004,23.967508600000002,49.8449286,23.9675888,49.8449376,23.9678792,49.8448222,23.967630399999997,49.8447943,23.9676101,49.844869200000005,23.9675242,49.8448595,23.967597,49.8445901,23.9674017,49.844568200000005,23.9673224,49.8448711,23.967269199999997,49.8450585,Polygon,15.0,0.75,Поліклініка Львівської Залізниці,23.966031,49.842411,Point,23.979549,49.848554,Point,8.0,8.39
8543,5bd44fb9aef2f0451bff7995,40,Пропелерна вулиця,64,,116.21504122768516,Lviv4,detached,23.973782300000003,49.84501160000001,Point,108,0.73,,23.973697100000003,49.8450534,23.9737345,49.844949799999995,,,,,,,23.973867499999997,49.844969799999994,23.9738301,49.8450734,23.973697100000003,49.8450534,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8471,5bd44fb9aef2f0451bff794d,8,Моторна вулиця,64,,62.35519472098704,Lviv4,,23.974739737956646,49.842745073379014,Point,376,0.73,,23.9746809,49.8427779,23.974787600000003,49.8427846,,,,,,,23.9747986,49.842712299999995,23.9746919,49.8427055,23.9746809,49.8427779,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8261,5bd44fb9aef2f0451bff787b,29,Доробок вулиця,64,,178.32015402704732,Lviv4,house,23.973709358725287,49.84248344370946,Point,436,0.73,,23.9735935,49.8425232,23.973849800000004,49.8425425,,,,,,,23.973858399999997,49.8424949,23.973764300000003,49.842487799999994,23.9737752,49.8424274,23.973613,49.8424153,23.9735935,49.8425232,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8456,5bd44fb9aef2f0451bff793e,,,73,,60.61126301692768,Lviv4,service,23.97023672597655,49.843230096220275,Point,507,0.73,,23.9703035,49.843203,23.970175,49.8431984,,,,,,,23.97017,49.843257200000004,23.9702984,49.84326179999999,23.9703035,49.843203,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.39
9030,5bd44fb9aef2f0451bff7b7c,,,64,,35.39216980048679,Lviv4,,23.9753604689407,49.842670727130134,Point,363,0.73,,23.9753142,49.84264520000001,23.9753061,49.8426885,,,,,,,23.975406699999997,49.8426963,23.975414800000003,49.8426529,23.9753142,49.84264520000001,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8558,5bd44fb9aef2f0451bff79a4,35,Немирівська вулиця,64,,193.36854702198002,Lviv4,detached,23.97113402861148,49.84708459676772,Point,494,0.73,,23.971231,49.847151000000004,23.9712645,49.847049299999995,,,,,,,23.971037,49.8470182,23.971003600000003,49.847119899999996,23.971231,49.847151000000004,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8549,5bd44fb9aef2f0451bff799b,,Моторна вулиця,64,,84.8261802294914,Lviv4,detached,23.97362459335484,49.846099571679495,Point,238,0.73,,23.9735615,49.846147200000004,23.973591100000004,49.8460408,,,,,,,23.9736877,49.846052,23.9736581,49.8461583,23.9735615,49.846147200000004,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8989,5bd44fb9aef2f0451bff7b53,,,64,,29.90620684963593,Lviv4,,23.975407699999995,49.84703555,Point,371,0.73,,23.9753745,49.847007299999994,23.9753564,49.8470482,,,,,,,23.9754409,49.8470638,23.975459,49.8470229,23.9753745,49.847007299999994,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8583,5bd44fb9aef2f0451bff79bd,35,На Чвертях вулиця,64,,103.73125737966818,Lviv4,detached,23.97140931114596,49.84762947967412,Point,529,0.73,,23.9714578,49.847686100000004,23.9713199,49.8476588,,,,,,,23.9713608,49.847572899999996,23.971498699999998,49.8476001,23.9714578,49.847686100000004,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8570,5bd44fb9aef2f0451bff79b0,43,Немирівська вулиця,73,,161.05562529881848,Lviv4,detached,23.9707528,49.8481146,Point,477,0.73,,23.970792000000003,49.848193,23.9708577,49.8480676,,,,,,,23.970713600000003,49.8480362,23.9706479,49.848161600000005,23.970792000000003,49.848193,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.39
8756,5bd44fb9aef2f0451bff7a6a,,,73,,25.638209379189874,Lviv4,,23.9686771,49.846560049999994,Point,246,0.73,,23.9686528,49.8465315,23.968639399999997,49.8465817,,,,,,,23.9687014,49.8465886,23.9687148,49.84653839999999,23.9686528,49.8465315,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,8.0,8.39
8649,5bd44fb9aef2f0451bff79ff,28,Загородня вулиця,64,,102.65135188905286,Lviv4,detached,23.972860728873385,49.84659954721989,Point,357,0.73,,23.972761300000002,49.8466222,23.9729365,49.8466468,,,,,,,23.9729602,49.846576899999995,23.972784899999997,49.8465523,23.972761300000002,49.8466222,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8935,5bd44fb9aef2f0451bff7b1d,72,Моторна вулиця,64,,88.4573706937961,Lviv4,,23.973351508814158,49.84748597897958,Point,468,0.73,,23.9732771,49.8475227,23.9733908,49.8475409,,,,,,,23.9734259,49.8474492,23.9733122,49.8474311,23.9732771,49.8475227,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8411,5bd44fb9aef2f0451bff7911,37,Тісна вулиця,64,,137.7558604188313,Lviv4,detached,23.976538206723394,49.8447062787753,Point,202,0.73,,23.976497,49.8446321,23.9764539,49.8447634,,,,,,,23.9765794,49.8447805,23.9766225,49.844649100000005,23.976497,49.8446321,,,,,,,,,,,Polygon,9.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8291,5bd44fb9aef2f0451bff7899,125,Сяйво вулиця,64,,236.4174231115627,Lviv4,house,23.97864651744483,49.84493742646353,Point,405,0.73,,23.9785142,49.844989500000004,23.9787634,49.8450031,,,,,,,23.9787788,49.844885299999994,23.9785296,49.8448718,23.9785142,49.844989500000004,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8730,5bd44fb9aef2f0451bff7a50,,,73,,22.965698071492923,Lviv4,,23.9686747,49.84388045,Point,307,0.73,,23.9686446,49.843857,23.9686391,49.843900399999995,,,,,,,23.9687048,49.8439039,23.9687103,49.8438605,23.9686446,49.843857,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,6.0,8.39
8280,5bd44fb9aef2f0451bff788e,1,Григорія Чечета вулиця,64,place_of_worship,298.9253238774113,Lviv4,church,23.975438704727946,49.84507254756687,Point,80,0.73,,23.9755722,49.8451362,23.9756062,49.845039899999996,23.975277399999996,49.845073299999996,23.9753082,49.8450986,23.975334699999998,49.8451025,23.9755246,49.8450279,23.9755283,49.845012200000006,23.9753978,49.8449937,23.975396399999997,49.8449984,23.9753774,49.844995700000005,23.9753737,49.845006,23.9753419,49.8450013,23.9753013,49.845015999999994,Polygon,15.0,0.75,Андрія і Йосафата,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8312,5bd44fb9aef2f0451bff78ae,7,Ловецька вулиця,73,,119.16220234371201,Lviv4,house,23.9700292,49.84450904999999,Point,359,0.73,,23.969934100000003,49.844542700000005,23.970098899999996,49.844562700000004,,,,,,,23.970124300000002,49.84447539999999,23.9699595,49.8444554,23.969934100000003,49.844542700000005,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,6.0,8.39
8848,5bd44fb9aef2f0451bff7ac6,,,64,,13.601573553782297,Lviv4,,23.97695101209073,49.84537637863978,Point,257,0.73,,23.976923499999998,49.8453919,23.9769705,49.8453963,,,,,,,23.9769785,49.8453609,23.9769316,49.8453564,23.976923499999998,49.8453919,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8639,5bd44fb9aef2f0451bff79f5,54,На Чвертях вулиця,64,,268.52397607975377,Lviv4,detached,23.971672551449018,49.84798078292658,Point,569,0.73,,23.9715251,49.8480429,23.971577800000002,49.8479,,,,,,,23.971849300000002,49.847941600000006,23.9718202,49.8480206,23.971710199999997,49.8480037,23.9716866,49.8480677,23.9715251,49.8480429,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8080,5bd44fb9aef2f0451bff77c6,44,Повітряна вулиця,64,,91.56012673280928,Lviv4,house,23.974326328768285,49.845000094741785,Point,48,0.73,,23.974248100000004,49.8450341,23.9743724,49.8450532,,,,,,,23.9744046,49.8449661,23.9742802,49.844947,23.974248100000004,49.8450341,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8626,5bd44fb9aef2f0451bff79e8,67,Дмитра Чижевського вулиця,64,,153.6302918666229,Lviv4,detached,23.973480386230822,49.848510372454214,Point,635,0.73,,23.973519399999997,49.8485884,23.9733841,49.848563899999995,,,,,,,23.9734413,49.84843239999999,23.9735767,49.848456799999994,23.973519399999997,49.8485884,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8526,5bd44fb9aef2f0451bff7984,11,На Чвертях вулиця,64,,118.23778414124472,Lviv4,house,23.97218977699785,49.845370571594216,Point,295,0.73,,23.972281600000002,49.8454174,23.9723009,49.8453468,,,,,,,23.972098000000003,49.8453237,23.972078699999997,49.845394399999996,23.972281600000002,49.8454174,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8232,5bd44fb9aef2f0451bff785e,12,Доробок вулиця,64,,44.80077886077183,Lviv4,house,23.97316,49.84373300000002,Point,271,0.73,,23.973109899999997,49.8437612,23.9731932,49.8437702,,,,,,,23.973210100000003,49.8437048,23.973126800000003,49.8436958,23.973109899999997,49.8437612,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8434,5bd44fb9aef2f0451bff7928,,,64,,56.22265973519741,Lviv4,,23.97665789440999,49.84324672167221,Point,246,0.73,,23.976609600000003,49.84329,23.9766823,49.8432976,,,,,,,23.9767062,49.843203499999994,23.9766335,49.8431958,23.976609600000003,49.84329,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8204,5bd44fb9aef2f0451bff7842,23,Підлісна вулиця,73,,268.413036644307,Lviv4,house,23.969439843241855,49.842937541936294,Point,471,0.73,,23.9692897,49.8430059,23.9695234,49.843007799999995,,,,,,,23.969524800000002,49.842940999999996,23.969592499999997,49.842941499999995,23.969594,49.8428683,23.9693711,49.8428665,23.96937,49.8429193,23.9692914,49.842918700000006,23.9692897,49.8430059,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.39
8613,5bd44fb9aef2f0451bff79db,63,Дмитра Чижевського вулиця,64,,145.8810034568501,Lviv4,detached,23.973569300000005,49.84832280000001,Point,601,0.73,,23.9736132,49.8483962,23.9734748,49.848372499999996,,,,,,,23.9735254,49.8482494,23.9736638,49.8482731,23.9736132,49.8483962,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8662,5bd44fb9aef2f0451bff7a0c,54,Пропелерна вулиця,64,,77.12514256686859,Lviv4,detached,23.973277349543988,49.84658205027812,Point,329,0.73,,23.973205800000002,49.846596500000004,23.9732253,49.846534399999996,,,,,,,23.9733457,49.8465501,23.973319,49.846635299999996,23.973241899999998,49.8466253,23.9732491,49.84660220000001,23.973205800000002,49.846596500000004,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8325,5bd44fb9aef2f0451bff78bb,22,Пропелерна вулиця,64,,129.27211694059747,Lviv4,house,23.974205750000007,49.84363355000001,Point,230,0.73,,23.97413,49.8436915,23.9741562,49.843564799999996,,,,,,,23.9742815,49.8435756,23.974255300000003,49.8437023,23.97413,49.8436915,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8830,5bd44fb9aef2f0451bff7ab4,,,64,,14.170290827442045,Lviv4,,23.978153021911282,49.845933927210176,Point,417,0.73,,23.978121100000003,49.8459186,23.978116500000002,49.8459441,,,,,,,23.9781849,49.845949299999994,23.9781895,49.8459237,23.978121100000003,49.8459186,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8431,5bd44fb9aef2f0451bff7925,,,64,,39.29615414116462,Lviv4,,23.97633608715631,49.84260118188324,Point,254,0.73,,23.9763897,49.84258079999999,23.9762953,49.8425709,,,,,,,23.9762824,49.8426215,23.976376899999998,49.8426315,23.9763897,49.84258079999999,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8116,5bd44fb9aef2f0451bff77ea,26,Машиністів вулиця,64,,302.75703500977426,Lviv4,,23.979406604111052,49.84861088163814,Point,820,0.73,,23.9792461,49.848644,23.9795582,49.848715399999996,,,,,,,23.979588500000002,49.84866029999999,23.9794671,49.8486325,23.979514399999996,49.8485464,23.9793237,49.8485028,23.9792461,49.848644,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8625,5bd44fb9aef2f0451bff79e7,60,Дмитра Чижевського вулиця,64,,89.50277305227242,Lviv4,detached,23.973860259440173,49.848507529288405,Point,626,0.73,,23.9737823,49.848540899999996,23.973819600000002,49.8484532,,,,,,,23.9739382,49.848474100000004,23.9739009,49.8485619,23.9737823,49.848540899999996,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8244,5bd44fb9aef2f0451bff786a,18,Вигода вулиця,64,,179.72147943057814,Lviv4,house,23.972616541611067,49.84298553083278,Point,410,0.73,,23.9724917,49.843023200000005,23.972720000000002,49.843044299999995,,,,,,,23.9727413,49.8429478,23.972513100000004,49.8429268,23.9724917,49.843023200000005,,,,,,,,,,,Polygon,6.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8355,5bd44fb9aef2f0451bff78d9,87,Євгена Олесницького вулиця,64,,88.35552205691015,Lviv4,house,23.97663255,49.84811290000001,Point,589,0.73,,23.9765422,49.848135600000006,23.9767019,49.848156599999996,,,,,,,23.9767229,49.8480902,23.976563199999998,49.848069200000005,23.9765422,49.848135600000006,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8576,5bd44fb9aef2f0451bff79b6,38,Марка Каганця вулиця,64,,112.93218249982876,Lviv4,detached,23.97542102038835,49.84790340406764,Point,519,0.73,,23.9753268,49.847933000000005,23.975474300000002,49.847961600000005,,,,,,,23.9755152,49.847873799999995,23.9753678,49.8478452,23.9753268,49.847933000000005,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8237,5bd44fb9aef2f0451bff7863,14,Доробок вулиця,64,,100.21988916014986,Lviv4,house,23.97320118341609,49.84338408329156,Point,316,0.73,,23.9731234,49.8434233,23.973254999999998,49.8434375,,,,,,,23.9732789,49.8433448,23.9731474,49.8433307,23.9731234,49.8434233,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8827,5bd44fb9aef2f0451bff7ab1,33,Левка Мацієвича вулиця,64,,159.32409238228658,Lviv4,,23.9757973707378,49.84806345607006,Point,554,0.73,,23.975696399999997,49.8481121,23.9758474,49.848138,,,,,,,23.9758983,49.8480148,23.9757474,49.8479889,23.975696399999997,49.8481121,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8596,5bd44fb9aef2f0451bff79ca,,Марка Каганця вулиця,64,,77.15772150401546,Lviv4,detached,23.976201404271173,49.84609210072032,Point,258,0.73,,23.9761121,49.8461095,23.9762702,49.846132700000005,,,,,,,23.9762907,49.8460747,23.9761326,49.8460515,23.9761241,49.8460756,23.9761121,49.8461095,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8566,5bd44fb9aef2f0451bff79ac,39,Немирівська вулиця,73,,186.39821785140342,Lviv4,detached,23.97089651141264,49.847689367849654,Point,474,0.73,,23.970991,49.8477561,23.9710289,49.8476596,,,,,,,23.970802,49.8476226,23.970764199999998,49.84771920000001,23.970991,49.8477561,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.39
8500,5bd44fb9aef2f0451bff796a,,,64,,52.951145062022256,Lviv4,,23.97740312848239,49.84341158908538,Point,196,0.73,,23.9773807,49.843361200000004,23.977356600000004,49.8434546,,,,,,,23.9774255,49.843462,23.9774497,49.8433686,23.9773807,49.843361200000004,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8985,5bd44fb9aef2f0451bff7b4f,20,Левка Мацієвича вулиця,64,,77.42630918166228,Lviv4,,23.976489837909035,49.84712370074843,Point,426,0.73,,23.9764641,49.847154100000004,23.976553,49.8471646,,,,,,,23.976571399999997,49.8470999,23.976426699999998,49.847082799999995,23.976413600000004,49.8471287,23.976408300000003,49.8471475,23.9764641,49.847154100000004,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8226,5bd44fb9aef2f0451bff7858,,,64,,179.1976473050053,Lviv4,house,23.97542321948187,49.8446573282735,Point,88,0.73,,23.9755518,49.8446239,23.975525,49.844718,,,,,,,23.9752946,49.8446907,23.9753214,49.844596700000004,23.9755518,49.8446239,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8877,5bd44fb9aef2f0451bff7ae3,47,Загородня вулиця,64,,131.7694196251114,Lviv4,,23.971818099999997,49.84843475,Point,607,0.73,,23.9717174,49.8484679,23.971873199999997,49.8484984,,,,,,,23.9719188,49.8484016,23.971763,49.8483711,23.9717174,49.8484679,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8176,5bd44fb9aef2f0451bff7826,9а,Суботівська вулиця,73,,318.0468664374145,Lviv4,house,23.967492566327483,49.84392915034911,Point,196,0.73,,23.967303899999997,49.843976299999994,23.967605600000002,49.8440125,,,,,,,23.9676513,49.8438541,23.9675007,49.843835999999996,23.9674829,49.843897999999996,23.9673317,49.8438799,23.967303899999997,49.843976299999994,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,6.0,8.39
8310,5bd44fb9aef2f0451bff78ac,19,Ловецька вулиця,73,,142.24015325239412,Lviv4,house,23.970221691186296,49.84366132244675,Point,457,0.73,,23.9701373,49.8437167,23.970166,49.8435925,,,,,,,23.970306100000002,49.843606,23.970277399999997,49.8437301,23.9701373,49.8437167,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,4.0,8.39
8225,5bd44fb9aef2f0451bff7857,31,Скромна вулиця,64,,60.153420674283076,Lviv4,house,23.975571828087677,49.84438679319729,Point,130,0.73,,23.9755146,49.844420899999996,23.9755371,49.844341799999995,,,,,,,23.975629100000003,49.8443527,23.9756065,49.844431799999995,23.9755146,49.844420899999996,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8635,5bd44fb9aef2f0451bff79f1,,Левка Мацієвича вулиця,64,,160.20552718389362,Lviv4,detached,23.97588558347143,49.848620133445614,Point,650,0.73,,23.9759514,49.8486186,23.9759686,49.8485708,,,,,,,23.975821,49.848548799999996,23.975780399999998,49.8486619,23.9759262,49.8486836,23.9759312,49.848669799999996,23.9759786,49.8486768,23.975997,49.848625399999996,23.9759514,49.8486186,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,0.0,8.37
8769,5bd44fb9aef2f0451bff7a77,,,64,,71.47488476833088,Lviv4,,23.97264775,49.8456611,Point,266,0.73,,23.9726133,49.8456098,23.9725878,49.845701500000004,,,,,,,23.972682199999998,49.845712400000004,23.972707699999997,49.845620700000005,23.9726133,49.8456098,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8677,5bd44fb9aef2f0451bff7a1b,34,Григорія Чечета вулиця,64,,77.11744237501802,Lviv4,detached,23.974953038742672,49.847637920732424,Point,469,0.73,,23.974877600000003,49.8476652,23.9749962,49.847686200000005,,,,,,,23.9750285,49.847610700000004,23.9749099,49.8475896,23.974877600000003,49.8476652,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8927,5bd44fb9aef2f0451bff7b15,13,Григорія Чечета вулиця,64,,74.51308499325256,Lviv4,,23.97534745,49.84593415000001,Point,186,0.73,,23.9753008,49.8458883,23.9752793,49.845967,,,,,,,23.975394100000003,49.84598,23.9754156,49.845901299999994,23.9753008,49.8458883,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8955,5bd44fb9aef2f0451bff7b31,9,Моторна вулиця,64,,133.4267421303953,Lviv4,,23.974440704716983,49.84302112853035,Point,330,0.73,,23.9743694,49.843093700000004,23.974473800000002,49.8431044,,,,,,,23.974512,49.8429485,23.9744076,49.842937899999995,23.9743885,49.843015799999996,23.9743694,49.843093700000004,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8542,5bd44fb9aef2f0451bff7994,38,Пропелерна вулиця,64,,103.16879082234207,Lviv4,detached,23.97380882855195,49.84486869480693,Point,105,0.73,,23.973726,49.8449049,23.9737577,49.844813200000004,,,,,,,23.9738917,49.8448325,23.973859899999997,49.8449242,23.973726,49.8449049,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8723,5bd44fb9aef2f0451bff7a49,9,Івана Сірка вулиця,73,,58.85781912962732,Lviv4,,23.967825416228163,49.84413028267995,Point,204,0.73,,23.967805399999996,49.844171700000004,23.967854,49.8441755,,,,,,,23.9678574,49.8441579,23.9678734,49.8441592,23.9678846,49.8441005,23.9677762,49.8440919,23.9677648,49.844151200000006,23.9678087,49.844154700000004,23.967805399999996,49.844171700000004,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,6.0,8.39
8118,5bd44fb9aef2f0451bff77ec,11,Олександра Потебні вулиця,73,,192.5675037702302,Lviv4,house,23.968414563426858,49.843234030010116,Point,353,0.73,,23.968318399999998,49.843298499999996,23.9683408,49.8431583,,,,,,,23.9685107,49.8431696,23.9684884,49.8433097,23.968318399999998,49.843298499999996,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,6.0,8.39
8198,5bd44fb9aef2f0451bff783c,18,Підлісна вулиця,73,,125.86178077747677,Lviv4,house,23.968959299999995,49.84334654999999,Point,385,0.73,,23.968870300000003,49.8433921,23.9690553,49.84338579999999,,,,,,,23.9690483,49.843301000000004,23.9688633,49.8433073,23.968870300000003,49.8433921,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,6.0,8.39
8396,5bd44fb9aef2f0451bff7902,17,Тісна вулиця,64,,69.9626516389245,Lviv4,,23.976700199999996,49.84354015,Point,269,0.73,,23.9766277,49.8435023,23.9766091,49.8435529,,,,,,,23.976772699999998,49.843578,23.9767913,49.8435274,23.9766277,49.8435023,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,2.0,8.37
8093,5bd44fb9aef2f0451bff77d3,64,Повітряна вулиця,64,,59.475103105109966,Lviv4,house,23.9720350228452,49.84457150395411,Point,308,0.73,,23.971989899999997,49.8446071,23.972070000000002,49.8446165,,,,,,,23.9720954,49.8445419,23.9719837,49.8445289,23.971989899999997,49.8446071,,,,,,,,,,,Polygon,6.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8752,5bd44fb9aef2f0451bff7a66,,,73,,55.735414266758774,Lviv4,,23.968932563636443,49.84596456177309,Point,209,0.73,,23.9690068,49.8459469,23.968871399999998,49.84593220000001,,,,,,,23.9688583,49.8459822,23.9688819,49.8459848,23.9689938,49.845996899999996,23.9690068,49.8459469,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,8.0,8.39
8932,5bd44fb9aef2f0451bff7b1a,31,Григорія Чечета вулиця,64,,132.49312495329687,Lviv4,,23.9748771,49.847168599999996,Point,387,0.73,,23.974775100000002,49.847201899999995,23.9749469,49.847227000000004,,,,,,,23.974979100000002,49.8471353,23.974807300000002,49.8471102,23.974775100000002,49.847201899999995,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
8987,5bd44fb9aef2f0451bff7b51,,,64,,31.162230729926574,Lviv4,,23.97616137935589,49.846550885360614,Point,321,0.73,,23.976117499999997,49.8465732,23.9761838,49.8465839,,,,,,,23.9762052,49.8465285,23.976139,49.8465179,23.976117499999997,49.8465732,,,,,,,,,,,Polygon,15.0,0.75,,23.966031,49.842411,Point,23.979549,49.848554,Point,1.0,8.37
